,Topic,Count,Name,Representation,Representative_Docs
10,9,382,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']","['Pferde.', 'Pferde.', 'Pferde.']"
11,10,378,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']","['unter die Noth leidenden austheilen lassen; einige Men schenfreunde in der Leopoldstadt, imLich tenthal und anderen Orten haben die Einwohner der überschwemmten Häuser während der Zeit des Wassers ernähret    Ungarn.', 'Wornach sich ein jeder vor Schaden zu hütten wissen wird.| Beschreibung der erschröcklichen Wassersnoth in Ober und Rieder Ungarn, wodurch besonders die Städte Pest und Ofen, unbeschreiblichen Schaden erlitten haben.| Erster Brief aus Pest vom  Hornung.', 'Sonsten hat man von Erlau in Ober Ungarn die betrübte Nachricht erhalten dass statt hier und fast überall in Oe sterreich und Ungarn den 31sten May gefallenen fruchtbaren Regens dortiger Gegend ein grosser Schauer gewesen wodurch die meisten Wein Gärten gros sen Schaden gelitten; und will man auch Nachricht haben dass zugleich in denen Berg Städten ein Spann tiefer Schnee gefallen welches auch um so viel mehr zu glauben weilen die Pfingst Feyertäg durch dahier eine zu dieser Zeit ungewöhnliche Kälte gewesen.| NOTIFICATION.']"
12,11,345,11_krankheit_er_griechen_seuche,"['krankheit', 'er', 'griechen', 'seuche', 'ihn', 'ihm', 'tod', 'türken', 'gestorben', 'sie']","['Die aus Franckreich der ansteckenden Seuche halber erhaltene Nachrichten geben durch gehends dass die Seuche an allen Orten von Provence und Languedoc völlig aufgehört und dass der Bischof von Marseille zur Dancksagung dass jene Stadt in welcher dieselbe so sehr ge wütet nunmehro davon befreyet seye das TeDeumLaudamus singen habe lassen; un terdessen fuhre man mit einer algemeinen Aus säuberung der Waaren noch immerhin fort und würden auch dann und wann einige Sei den Zeug und andere Gift fähige Sachen welche man bald hier bald dort entdeckte in das Lazaret geschicket.', 'Personen ermor der und solches im Brand gestecket  schon vom Leben zum Tod verurtheilet mithin die Execution folgender Gestalt vollzogen worden: es wurde derselbe aus dem Gefäg nuss auf einer Leiter mit einem Pferd bis auf den Gerichts Platz geschleppet und als er auf die Richts Bühne gebracht wurde ihme von dem Henker die rechte Hand abgehauen mit welcher er ihme einen Schlag in das Gesicht gegeben; diesemnach wurde der selbe auf ein Rad geleget und ihme zwey Stösse auf jeden Arm und Bein gegeben und nachdeme er eine Viertel Stund also gelegen hat man ihn mit der Bühne lebendig zu Aschen verbrennet.| Aus Russland.| Moscau  October.', 'Schon von Kindesbei nen an wurde er zur schwersten Handarbeit, gleich seinem Vater, der ein Bauer ware, gewöhnet, und ernährte sich bis in sein mitt leres Alter bey der hiesigen Tuchmacherwalk auf eine, wie leicht zu ermessen, sehr be schwerlich Art; und dennoch genosse er im mer einer vollkommenen Gesundheit, bis ihn endlich vor ungefähr  Jahren das Gesicht, und  Jahre darauf auch das Gehör ver liesse, dass ihm also nichts, als der Geschmack mehr übrig bliebe, den er auch bis zu seinen letzten Hauch beybehielte; als etwas beson deres ist hiebey zu bemerken, dass er öfters in seinen letzteren Jahren von einem so der ben Hunger geplaget wurde, dass er zuwei len wie ein Kind zu weinen anfienge, wenn ihme nicht gleich etwas zum Essen gereichet wurde.']"
13,12,343,12_deutschen_deutsche_buchhandlung_büchern,"['deutschen', 'deutsche', 'buchhandlung', 'büchern', 'bücher', 'folgende', 'buch', 'landkarten', 'sammlung', 'buchhändler']","['1782 7  30 | Jn der   Edlen  Ghelenschen Buchhandlung im deutschen Hause in der Singerstrasse sind nebst verschiedenen alt und neuen Büchern, dann Landkarten auch folgende zu haben: Quest ce que le Pape?', '4  Schmidts( Mich. Jgnaz) Geschichte der Deutschen, von den ältesten Zeiten, bis auf Karl den  4 Theile,   Ulm 1778—  9 | Jn der von Ghelenschen Buchhandlung in der Singerstrasse dem  Stephansthore über im  Mannerischen Hause  931 sind nebst vielen andern Büchern, Landkarten und Kupferstichen, auch folgende zu haben: Peter der Grosse.', '.| Ferner ist alda zu haben:| Jn der   Edlen Ghelenschen| Buchhandlung im deutschen Hause in der Singerstrasse sind nebst verschiedener.']"
14,13,337,13_schneid_schmid_müller_schlossergs,"['schneid', 'schmid', 'müller', 'schlossergs', 'schuhmach', 'schäferey', 'franz', 'contra', 'schönbrunn', 'scudi']","['Schneid.,   , beym weis.', 'Schneid.', 'Schneid.']"
15,14,300,14_hungarn_titl_fürstl_grundbuch,"['hungarn', 'titl', 'fürstl', 'grundbuch', 'adeliche', 'schlei', 'ordens', 'kreutz', 'hoch', 'diana']","['Gestern seynd in der Xaveri kapellen für die Hoch adeliche Stern kreutz ordens dame( Titl.)', 'Detto seynd in der grossen Hof kapelle für die hoch adeliche Stern kreutz ordens dame ( Titl.', 'Hof kapelle für die hoch adeliche Stern kreutz ordens dame( Titl.)']"
16,15,294,15_franzosen_frankreich_französischen_französische,"['franzosen', 'frankreich', 'französischen', 'französische', 'deutschen', 'pol', 'republik', 'paris', 'deutsche', 'juden']","['7)„ Die Französische Republik mache sich verbindlich, die Helvetische mit allem Salze, dessen sie bedarf aus ihren Salz werken in den Departements der Meurth, des Jura, und des Montblanc zu ver sorgen.” Der Preis des besagten Salzes, des sen Transport, die Orte und Zeiten, wo es ausgeliefert wird, sollen wenigstens alle zehn Jahre zwischen den von der Fran zösischen Regierung zur Ausführung aus ihren Salzwerken bestellten Bürgern und den von der Helvetischen Regierung ange stellten, festgesetzt werden, ohne dass der Preis dieses Salzes in den Salzwerken je den Preis, welchen die Französischen Bürger bezahlen, übersteigen dürfe, und ohne dass das verkaufte Salz je irgend einer von den Auflagen, mit denen man in Frankreich diese Ware etwann belegen könnte, unterworfen seyn solle.” 8)„ Zu Folge des vorstehenden Artikels entsagt Helvetien ausdrücklich allen Salz rückständen, auf die es noch zu Folge ehe mahliger Verträge, die zwischen Frank reich und den Kantonen statt fanden, Anspruch machen könnte, und macht sich verbindlich, jährlich in den Salzwerken wenigstens zweymalhundert und fünfzig tausend Zentner Salz zu nehmen.” 9)„ Die Bürger der Französischen Re publik sollen mit gehörigen Pässen verse hen die Helvetische Republik ab und zu bereisen können; es soll ihnen frey stehn, alle und jede Anstalten darin zu errichten, und alle von den Gesetzen erlaubte Gewer be auszuüben.” Jede Personen und Eigenthum sollen den Gesetzen und Gebräuchen des Landes unterworfen seyn.” 2867| Die Bürger der Helvetischen Republik sollen in Frankreich und in allen Besitzun gen der Französischen Republik, gleiche Rechte und unter gleichen Bedingungen geniessen.” ( Die Fortsetzung folgt.', 'Wenn man unter der Voraussetzung, dass keine Forderungen mehr nachkämen, auf alle diesseits arti kulirte Anträge, billige Erklärung erfolge, auch die Französischen Truppen von dem rechten Rhein Ufer alsbald abziehen wür den, sich endlich zu der so schmerzlichen Ueberlassung der Lande des linken Rhein ufers verstanden habe, und wenn man sogar auch noch gegen Wiederabtretung aller festen Punkte auf der rechten Rhein Seite und diesseits des Rheinthalwegs, die Schleifung der Festungswerke von Ehrenbreitstein(mitBezugaufdiein BetreffdiesesPlatzesbestehendeundeinst weilenzudessenVerproviantirungwieder herzustellende Waffenstillstands und kon venzionsmässige Verhältnisse) nachgegeben habe, so sey man überzeugt gewesen, al les erschöpft zu haben, was sich nur im mer mit der politischen Existenz und künf tigen Sicherheit des Deutschen Reichs ver einigen lasse.', 'Die ses Gleichgewicht findet fast niemahls, we der in der Natur der Dinge, noch in der respectiven Lage der Personen Statt, und wenn man sie auch in der gegenwärtigen Unterhandlung annehmen wollte, so ist es offenbar, dass daraus eine wesentliche Ungleichheit für die Französische Republik entstehen würde, die alsdann nicht allein einen beträchtlichen Theil der ihr gebüh renden verhältnissmässigen Genugthuung verlöhre, sondern auch durch die Wirkung dieser Wechselseitigkeit, in ihren Händen die Wichtigkeit der Vortheile vermindert sähe, die sie erhalten  Ein solches System verträgt sich mit keinem Frieden, am wenigsten dann, wenn man es mit dem Glanze der Französischen Waffen ver gleicht, und es kann folglich von Unter händlern, die Beurtheilungskraft, und Rechtschaffenheit besitzen, im Ernste nicht gerechtfertiget werden.” Ungeachtet dieser nothwendigen Bemer kungen, wollen die Unterzeichneten nicht in Abrede stellen, dass ihnen die Note der Reichs Deputazion einige Verbesserung der Lage der Dinge, und die glückliche obgleich zögernde Möglichkeit eines von beyden Nazionen mit Ungeduld erwarteten Ausschlags, darbiethet.Esscheintin der That, bey Prüfung dieser Note, dass alle, wenigstens die Hauptschwierigkeiten, sich jetzt auf 3 Punkte beschränken: 1) Sollen die Franzosen die befestigten Punkte Kehl und Cassel behalten, oder dem Deutschen Reich zurück geben?']"
17,16,289,16_gott_du_heil_euch,"['gott', 'du', 'heil', 'euch', 'pol', 'deinen', 'hungarn', 'ewigkeit', 'dir', 'göttlichen']","['dein Stul bleibt immer und ewiglich der Stab deines Reichs ist ein Stab der Billichkeit; auff dass Jhr demselben nachfolget und liebet Gerechtigkeit und hasset gottloses Wee „sen; dan darum hat Euch GOtt Euer GOtt gesalbet nach dem Exempel dessen den Er vor der Welt gesalbet hat mit dem Oel der Höhe mehr als seine Gesellen nem „lich unsers HErrn  Hierauff gaben Jhre Majestät den Zepter Reichs Apfel und das Schwerd den jenigen Herren Churfürsten oder denen Herren Gesandten die solche Reichs Jnsignien sonsten zuführen pflegen zu halten und bekleideten die Nürnbergische Herren Deputirte Dieselbe mit dem von dannen gebrachten Dalmatick und Kaiserlichen O ber Mantel Chur Maintz aber nebst den Herren  Assistenten namen die Kaiserliche Kron vom Altar und setzten solche samtlich Jhro Majestät auff das Haupt und sprache Chur Maintz nachfolgendes darüber: Nemethin die Reichs Kron welche Euch obwolen von unwürdigen jedoch Bi „schöflichen Händen alter Gewonheit nach auff das Haupt gesetzet wird: und wisset dass diese ausdrücklich bedeute ein herrliche Herrlichkeit und würckliche Tapferkeit ja dass Jhr dadurch auch unsers Geistlichen Dienstes theilhafftig werdet; dass gleich wie wir dem Jnwendigen nach Hirten und Regenten der Seelen seynd; also auch Jhr in ausswendigen Sachen ein wahrer Diener GOttes und bey aller Widerwärtigkeit ein tapferer Beschützer der Kirchen Christi und des von GOtt verliehenen Reichs seyn sollet; auch durch das Amt unsers Seegens so wir an statt der Apostel verrichten mit Zustimmung aller Heiligen allezeit geneigt verbleibet zu erspriesslicher Handha „bung des anvertrauten Regiments und zu nutzlicher Regierung; damit ihr unter den berühmten Kämpfern mit den Edelgesteinen der Tugend gezieret und mit der Belo „nung der ewigen Glückseeligkeit gekrönet mit unserm HErrn Erlöser und See „lichmacher JEsu Christ dessen Namen und Stell Jhr vertrettet ohne Ende frolo „cken möget der da lebet regieret und herrschet als ein HErr mit  Worauff die Umstehenden gesprochen: Amen.', 'Mess andächtig zu hören, in 12mo gebunden   Kern aller Gebetter, nämlich die Dank sagung gegen GOtt für alles Gute, und die Bitte zu GOtt um alles Gute, und die Fürbitt bey GOtt für alle Menschen, in 800 im Leder gebunden   Des menschlichen Lebens kleiner doch get rechter Spiegel, in welchem der sich be trachten, und glückselig seyn will, wird dreyer Sachen bald gewahr werden, wie er beschaffen, wie er nicht beschaffen, und endlichen wie er beschaffen seyn solle, wel ches alles in sich erfahren hat der Welt be rühmte Mann Ludovicus Blosius, in 24to gebunden   Christliche Verehrung deren sieben Haupt festen Mariä, verfasset von einem Priester der Gesellschaft JEsu, in 8vo gebunden   ungebunden   Geistliche Wochen, oder sieben Christliche Regeln, und wahrhafte Richtschnur, dar nach ein jeder Christ den ganzen, Tag hin durch sein Thun und Lassen nutzlich richten und anstellen solle, in  gebunden   Das goldene Kron gebett der vier und zwanzig Anbettungen des Allerheiligsten Hoch würdigen Sacraments des Altars, zu Er setzung aller Schmach und Unbilden, welche diesem hohen Geheimnuss durch die vier und zwanzig Stund des Tags und der Nacht widerfahren,zumTrostumssNutzenaller in GOtt andächtig ergebenen Seelen gegen diesen allerheiligsten Geheimnuss, allwo sol ches heraus gesetzet wird, gar nutzlich zu gebrauchen, in 12mo gebunden   Geistliche Betrachtungen, und dem Menschen zur Beförderung des Heils höchst nutz siche Erinnerung deren Eigenschaften GOt tes in Versen verfasset, in 8vo gebunden 12  Jn dem Augustin Bernardischen Buchhand lungs Gewölb bey der obern Jesuiten pforte gegen über seynd zu haben: Heilige Christ nacht metten, das ist: sonderbare| Audacht in der| heiligen Nacht hindurch, samt denen drey heiligen Messen, von Wort zu Wort, wie solche von denen Priestern gelesen werden; samt geistlicher Lesung von der Geburt JEsu Christi, nebst vorhergehenden Morgen wie auch zu End folgenden Vesper Beicht und Communion Gebettern in 8vò gebunden für   Herrn Gottscheds gesamte Welt weisheit darinnen alle Philosophische Wissenschaften in ihrer natürlichen Verknüpfung in zwey en Theilen abgehandlet werden, mit Kup fern 8 vò für  |   Mitttwoch anhang  December.', 'Mess audächtig zu hören,in12mo gebunden12kr Kern aller Gebetter, nämlich die Dank sagung gegen GOtt für alles Gute, und die Bitte zu GOtt um alles Gute, und die Fürbitt bey GOtt für alle Menschen, in 8vo im Leder gebunden   Des menschlichen Lebens kleiner doch ge rechter Spiegel, in welchem der sich be trachten, und glückselig seyn will, wird dreyer Sachen bald gewahr werden, wie er beschaffen, wie er nicht beschaffen, und endlichen wie er beschaffen seyn solle, wel ches alles in sich erfahren hat der Welt be rühmte Mann Ludovicus Blostus, in  gebunden   Christliche Verehrung deren sieben Haupt festen Mariä, verfasset von einem Priester der Gesellschaft JEsu, in 8vo gebunden   ungebunden   Geistliche Wochen, oder sieben Christliche Regeln, und wahrhafte Richtschnur, dar nach ein jeder Christ den ganzen Tag hin durch sein Thun und Lassen nutzlich richten und anstellen solle, im  gebunden 10  Das goldene Kron gebett der wer und zwanzig Anbettungen des Allerheiligsten Hoch würdigen Sacraments des Altars, zu Er setzung aller Schmach und Unbilden, welche diesem hohen Geheimnuss durch die vier und zwanzig Stund des Tags und der Nacht widerfahren, zum Trost und Nutzen aller in GOtt andächtig ergebenen Seelen gegen diesen allerheiligsten Gehemmuss, allwo sol ches heraus gesetzet wird, gar nutzlich zu gebrauchen, in 12mo gebunden kr Geistliche Betrachtungen, und dem Menschen zur Beförderung des Heils höchst nutz liche Erinnerung deren Eigenschaften GOtGOttes tes| tes in Bersen verfasset, in 8vo gebunben 12  Jn dem Augustin Bernardischen Buchhand lungs Gewölb bey der obern Jesuiten pforte gegen über seynd zu haben:  Heilige Christ nacht metten, das ist: sonderbare Audacht in der heiligen Nacht hindurch, samt denen drey heiligen Messen, von Wort zu Wort, wie solche von denen Priestern gelesen werden; samt geistlicher Lesung von der Geburt JEsu Christi, nebst vorhergehenden Morgen wie auch zu End folgenden Vesper Beicht und Communion Gebettern in 8 vò gebunden für   Herrn Gottscheds gesamte Welt weisheit darinnen alle Philosophische Wissenschaften in ihrer natürlichen Verknüpfung in zwey in Theilen abgehandlet werden, mit Kup fern 8 vò für   Bey dem Verleger des Wienerischen Diarii ist zu haben: Orbnung, wie das Heil.']"
18,17,288,17_genugsam_anforderungen_widrigen_verlassenschaft,"['genugsam', 'anforderungen', 'widrigen', 'verlassenschaft', 'bevollmächtigte', 'rechtens', 'sprüche', 'entweder', 'liquidiren', 'habende']","['Verlas senschaft einige Sprüche und Anforderungen ex quocunquetitulo zu stellen haben, an obbestimm ten Tag und Stund entweder selbst persönlich, oder durch genugsam bevollmächtigte Gewalttra gere also gewiss zu erscheinen, ihre Forderungen anzumelden, und selbe zu liquidiren haben, wie im widrigen gedachte Verlassenschaftsabhandlung dennoch vorgenommen den Testaterben das vor handene Vermögen eingeantwortet, auch sonsten was Rechtens ist exOfficio vorgekehret werden solle.', 'Solchemnach werden alle und jede, welche an gedacht Bormasdinischeu Verlassenschaft exquacunquecausaveltitulo Sprüch und An forderungen haben, oder zu haben vermeinen, an obbestimmten Tag und Stund vor Regierung in der daselbst zu solchem Ende offen haltenden Commissions stuben entweder selbst persönlich, oder durch hiezu genugsam gevollmächtigte Ge walt tragere also gewiss zu erscheinen, und ihr an solche Cridamassa habende Anforderungen anzumelden, auch zu Herstellung des erforderlich rechtlichen Beweistum ihre Schuld und Satz brief oder sonst habende Liquidationsurkunden und rechtliche Behelfe in beglaubten Abschriften einzulegen haben, wie im widrigen die Ausblei bende von gegenwärtiger Concurs massa gänzlich ausgeschlossen seyn, und ihnen diesfalls das ewige Stillschweigen auferleget, der nicht Liquidirende aber in der künftigen Classification mit seiner unerwiesenenAnforderung abgewiesen werden solle.', 'Verlassenschaft Sprüch und Anforderungen haben, oder zu haben vermeinen, persönlich, oder durch genugsam Bevollmächtigte am obgedachten Tag, Stund und Ort also gewiss erscheinen, ihre Sprüch anmelden, und zugleich der Ordnung nach behörig liquidiren; wie im widrigen die Ab handlung vorgenommen, hierüber exofficio re lationiret, denen Ausbleibenden aber das ewige Stillschweigen auferleget werden solle.']"
19,18,275,18_feuer_feuers_brunst_häuser,"['feuer', 'feuers', 'brunst', 'häuser', 'brand', 'flammen', 'asche', 'roma', 'geleget', 'rauch']","['Den  dieses Nachmittags um  Uhr ent stunde in dem Flecken Soligny eine Feuers brunst, und weil damals ein starker Nord wind wähete, so nahme das Feuer dergestalt über hand, dass in anderthalben Stunden die Ein wohner alle ihre Häuser in denen Flammen sa hen, und hierdurch wurden dieselbe in kurzer Zeit in die Asche geleget, indem von allen Gebäu den nichts als die Kirche und drey kleine Hüt ten übrig blieben.', 'Von Dorchester wird gemeldet dass in der am verwichenen Donnerstag da selbst entstandenen Feuers Brunst über  Häuser in die Asche geleget und   Familien in das gröste Elend gese tzet worden: der Wind ware bey diesem Unglück so heftig dass die brennende Kohlen allenthalben herum flogen und viele Leute welche das Feuer zu löschen herbey gekommen bey ihrer Zuruckkehr ihre Häuser und  Mobilien verzehret ge funden.', 'Gestern Nachmittag kam an  ver schiedenen Orten dieser Stadt Feuer aus, wo bey jedoch nur diejenigen Häuser, in denen das Feuer entstanden, den Flammen zu Theil wurden.']"
20,19,275,19_schweden_schwedische_stockholm_dänische,"['schweden', 'schwedische', 'stockholm', 'dänische', 'dänischen', 'schwedischen', 'dännemark', 'norwegen', 'koppenhagen', 'dännische']","['Dass vermög der Nach richt aus Schweden der General Lagercron samt andern Schwedischen Officiern von Lübeck zu Stockholm angelanget um das Schwe dische Corpo zucommandiren; welches die Russen beobachten solle so mit  Galeern vonAbo bereits dahin abgangen; da immittels Jh re Majestät der König von Schweden mit denen in Norwegen noch übrig gebliebenen Truppen und  frischen Regimentern auf dem Marsch nach Schonen begriffen; Jn besagtem Schweden solle wieder ein Auf boht geschehen und in jedem Hauss nur  Knechte verbleiben; Wie von Hannover verlaute wären von dar Jhre Gros Britannische Ma jestät Dero Hof die Trauer für Jhre Churfürstliche Durchleucht zu Pfaltz angeleget nach dem Pyrmonter Bad abgangen.', 'Dass zu Koppenhagen wäre der Stillstand zwischen Dänemark und Schweden geschlossen worden und solle derselbe den  Dito zu Koppenhagen: und den  in Schweden und Norwegen verkündet werden; Zu gedachtem Kop penhagen hätten Jhre Königlich Dänische Majestät die Garde zu Pferd welche der Cron Prinz als Haubt commandiret gemustert und den Obrist Löwenörn zum General Major ernent dessen Com pagnie aber von der Garde dem Herrn Obrist Samniz gegeben; Die Admiralität habe die Matrossen bezahlen: und die fremde abdanken: auch alle die in der See befindliche Kappers zuruckruffen lassen; Zu Berlin habe der Prinz Kurackin Jhro Preussischen Majestät den lez ten Schluss des Czaaren mit der Königin in Schweden einen Frieden zumachen eröfnet auch darwider protestiret wan Jhre Preussische Majestät höchstgedachter Königin bey Fortsetzung des Nordischen Kriegs einiges Volk zukommen lassen wolten.', 'Dass Vermög der Nachricht aus Schweden der Erb Prinz von Hessen Cassel das Königliche Parent als Generalissimus all in Schweden sich befindlicher Truppen zu Stockholm erhalten; Jn welcher Stadt ein grosse Bestürzung entstanden; Zeitung kommen; dass die Moscowitter nur noch  Meilen davor stünden; Wie von Koppenhagen die Nachricht eingelanget so Alliirte Flotta von dorten nach der Ost See ferners abgeseglet; welche mit seinen  Kriegsschiffen anzugreiffen der Schwedische Vice Admiral Lillie Befehl empfangen; es koste auch was es wolle; Jnzwischen aber habe man Englischer Seiten die Stadt Hamburg Brehmen und Lübeck erinnern lassen dass besagte Flotta darum kommen all ih re Schiffe in Schuz zunehmen und folglich ihnen die verlangte Sicher heit zur Wiederaufrichtung des See Handels auf allerhand Art und Weise zuverschaffen; wie aus Hollstein versichert werde so seye ein Theil von der Dänischen Armee schon bey Gadebusch ankommen von welche ein und zwar der gröste Theil nach Vor Pommern zu der Preussischen Arme stossen und folglichen gesamter Hand Stralsund belägern: der ander Theil aber Wismar einschliessen solle; aus welch lezter Vestung viel en mit Kriegs Gezeug noch Stralsund gesendet: und  Schwedische Regimenter ebenfalls dahin beordret worden; Zu besagtem Stral sund habe man den König von Schweden wieder essentlich geschē daselbs er all erdenklichs Gegen Anstalten einer besorglichen Belagerung zumachen beschäfftiget; weilen es doch scheine dass so bald aus dem Friede nichts werden därste; welchen der Französische Gesandter Marqui deCroissy,( dessen an Jhro Preussische Majestät abgelassenes Schrei ben samt der Antwert hierbey zusehē) mehrers verhindert als befördert Aus Mecklenburg werde gemeldet; dass Jhre Hochfürstl.']"
21,20,271,20_durchl_wilh_guardarobba_didak,"['durchl', 'wilh', 'guardarobba', 'didak', 'se', 'durchs', 'maut', 'sehen', 'zu', '']","['Durchl.', 'Durchl.', 'Durchl.']"
22,21,270,21_haus_haushälfte_haunoldisches_frassisches,"['haus', 'haushälfte', 'haunoldisches', 'frassisches', 'pamperlisches', 'jetzingerisches', 'hefeleisches', 'leichtlisches', 'hallbergisches', 'hofbaurische']","['Schokolade macher, hat sein bisheriges Gewölb im Moserischen Haus in der Bischofsgasse am Eck verändert, und es in ebendemselben Hause in das Kramer oder so genannte Hutstolpergassel verlegt.', 'Jn dem sogenannt von Schmerlingischen Haus  791 in der obern Bäckenstrasse, dem Uni versträtsgebäude gegenüber, ist ein geräumiges mit einer ordentlichen Haitze versehenes Gewölb von jetzt an, dann auf nächstkünftige Michaelizeit   3 grosse Gewölber auf die Hauptgasse heraus, wovon eines nebst grossen Handgewöl bern allererst zugerichtet wird, zu verlassen, und können sich Bestandlustige des näheren beym Hausmeister erkundigen.| Gewölber zu verlassen.', 'Jn dem sogenannt von Schmerlingischen Haus  791 in der obern Bäckenstrasse, dem Uni versitätsgebäude gegenüber, ist ein geräumiges mit einem ordentlichen Holtze versehenes Gewölb von jetzt an, dann auf nächstkünftige Michaelizeit   3 grosse Gewölber auf die Hauptgasse heraus, wovon eines nebst grossen HandgewölHandgewölberen beren allererst zugerichtet wird, zu verlassen, und können sich Bestandlustige des nätzeren beym Hausmeister erkundigen.| Gewölber zu verlassen.']"
23,22,269,22_majest_ma__,"['majest', 'ma', '', '', '', '', '', '', '', '']","['Majest.', 'Majest.', 'Majest.']"
24,23,250,23_anno_1730_wienn_biss,"['anno', '1730', 'wienn', 'biss', '1728', '1741', '1731', '1726', '1721', '1734']","['Jn   Anno 1730.', 'Anno 1730.', 'Anno 1730.']"
25,24,249,24_ac_cum_ad_ex,"['ac', 'cum', 'ad', 'ex', 'non', 'dominus', 'deutsche', 'nec', 'ut', 'thesaurus']","['Rumphii Herbarium Amboinense, plurimas complectens Arbores Fructices, Herbas, Plantas, Terrestres,& Aquaticas, quæquae in Amboina,& adjacentibus reperiuntur insulis accuratissime descriptio juxta ejus formas, cum diversis denominationibus, cultura, usu, ad virtutibus& cura Jo Burmanni,  tomi,   Amsterd.', 'Rumphii Herbarium Amboinense, plurimas complectens Arbores Fructices, Herbas, Plantas, Terrestres,& Aquatica, quæquae in Amboina,& adjacentibus reperiuntur insulis accuratissime descritlo juxta ejus formas, cum diversis denominationibus, cultura, usu, ac virtutibus& cura  Burmanni,  tomi,   Amsterd.', 'PretiosamesseSuperisvitamAugustæAugustae Imperatricis NostræNostrae,testaturnonmodo dies hæchaec, quæquae Sacratissimo Nomini ThereTheresiano siano sacra, hodie auspicato illuxit:verùm illa quoque DEI immortalis indulgentia, quâ alterum illum SilesiæSilesiae ocellum fortissifortissimum mum| mum Schweidnitzii munimentum, ad æteræternam nam Militis Austriaci gloriam,insoporatis velut hostibus, Marte tam facili captum, redditum legitima Principi,inquèfertum hæreditariarumhaereditariarumsuæsuaeMajestatisProvinciarum denuò colligatum,munusquasihodiernæhodiernae diei debitum, cælesticaelesti ope oblatum, MajeMajestati stati suæsuae redonatumque audimus.Vota proindè fideles suæsuae Majestati Status,& OrdiOrdines nes TransylvaniæTransylvaniae Universi:gaudiotam insigni jungimus:& AugustæAugustae Principi nonostræ stræstrae vitam, summa cum senectute saturam: triumphos spoliis, tropæisquetropaeisque hostium onuonustos stos: pacem laureis victricibus decotam: finesque Imperii ad utramquè solis domum, extremosquè Orientis,& Occidentis cardicardines nes porrectos:& AugustæAugustae Domui felicitafelicitatem tem in ultima sæculorumsaeculorum duraturam.']"
26,25,241,25_schätzung_dritten_zweyten_termin,"['schätzung', 'dritten', 'zweyten', 'termin', 'termine', 'darüber', 'ersten', 'bestimmt', 'weder', 'gebracht']","['Da nun hiezu 3 Termine, und zwar für den ersten der  Juni, für den zweyten der  Juli, und für den dritten der  August   mit dem Bey satz bestimmt worden, dass, wenn gedachte Behau sung weder bey dem ersten noch zweyten Termin um die Schätzung oder darüber an Mann gebracht werden könnte, solche bey dem dritten auch unter der Schätzung hindangegeben werden würde; so haben die Kauflustigen an obbestimmten Tagen früh um 9 Uhr vor dem Magistrate zu erscheinen.| Licit.', 'Da nun hiezu 3 Termine, und zwar für den ersten der  Juni, für den zweyten der  Juli, und für den dritten der  August   mit dem Bey satz bestimmt worden, dass, wenn gedachte Behau sung weder bey dem ersten noch zweyten Termin um die Schätzung oder darüber an Mann gebracht werden könnte, solche bey dem dritten auch unter der Schätzung hindangegeben werden würde; so haben die Kauflustigen an obbestimmten Tagen früh um 9 Uhr vor dem Magistrate zu erscheinen.| Licit.', 'Da nun hiezu 3 Termine, und zwar für den ersten der  Juni, für den zweyten der  Juli, und für den dritten der  August   mit dem Bey satz bestimmt worden, dass, wenn gedachte Behau sung weder bey dem ersten noch zweyten Termin um die Schätzung oder darüber an Mann gebracht werden könnte, solche bey dem dritten auch unter der Schätzung hindangegeben werden würde; so haben die Kauflustigen an obbestimmten Tagen früh um 9 Uhr vor dem Magistrate zu erscheinen.| Licit.']"
